#pl_name,hostname,label,default_flag,sy_snum,sy_pnum,discoverymethod,tran_flag,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,my_label
WASP-107 b,WASP-107,,0,1,2,Transit,1,Published Confirmed,0,5.72149,2e-06,-2e-06,0,0.055,0.001,-0.001,0.0,10.536,0.224,-0.224,0.0,0.94,0.02,-0.02,0.0,38.1396,3.1783,-3.1783,0,0.12,0.01,-0.01,0,Mass,0.0,,,0.0,,,,,770.0,60.0,-60.0,0.0,0,K6,4430.0,120.0,-120.0,0.0,0.66,0.02,-0.02,0.0,0.69,0.05,-0.05,0.0,0.02,0.1,-0.1,0.0,[Fe/H],4.5,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h33m32.74s,188.3864277,-10d08m46.37s,-10.1462141,64.7414,0.2617,-0.2596,
TOI-1842 b,TOI-1842,,1,1,1,Transit,1,Published Confirmed,0,9.5739,0.0002,-0.0001,0,0.1001,0.0007,-0.0007,0.0,11.657,0.673,-0.56,0.0,1.04,0.06,-0.05,0.0,68.01528,12.71314,-12.07748,0,0.214,0.04,-0.038,0,Mass,,,,,,,,,,,,,0,,6230.0,50.0,-50.0,0.0,2.02,0.05,-0.05,0.0,1.46,0.03,-0.03,0.0,0.22,0.05,-0.05,0.0,[M/H],4.1,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h27m51.04s,201.9626552,+09d01m50.32s,9.0306437,223.465,2.26,-2.216,
Kepler-107 d,Kepler-107,,1,1,4,Transit,1,Published Confirmed,0,7.95839,0.00012,-0.00012,0,0.08377,0.00065,-0.00065,0.0,0.86,0.06,-0.06,0.0,0.077,0.005,-0.005,0.0,3.8,,,1,0.01196,,,1,Mass,0.0,,,0.0,,,,,1173.0,14.0,-14.0,0.0,0,,5854.0,61.0,-61.0,0.0,1.45,0.01,-0.01,0.0,1.24,0.03,-0.03,0.0,0.321,0.065,-0.065,0.0,[Fe/H],4.21,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m06.76s,297.028162,+48d12m30.97s,48.2086019,525.997,5.697,-5.577,
K2-131 b,K2-131,,0,1,1,Transit,1,Published Confirmed,0,0.3693038,9.1e-06,-9.1e-06,0,,,,,1.81,0.16,-0.12,0.0,0.161,0.014,-0.011,0.0,6.5,1.6,-1.6,0,0.02045,0.00503,-0.00503,0,Mass,0.0,,,0.0,,,,,,,,,0,,5200.0,100.0,-100.0,0.0,0.81,0.03,-0.03,0.0,0.84,0.03,-0.03,0.0,0.0,0.08,-0.08,0.0,[Fe/H],4.62,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h11m00.34s,182.751404,-09d45m54.86s,-9.7652392,152.509,1.079,-1.063,
Kepler-79 c,Kepler-79,,0,1,4,Transit,1,Published Confirmed,0,27.402,,,0,,,,,2.05,0.92,-0.19,0.0,0.183,0.082,-0.017,0.0,13.7,6.5,-4.5,0,0.043,0.02,-0.014,0,Mass,,,,,,,,,,,,,1,,,,,,1.04,,,0.0,1.08,,,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h02m04.11s,300.5171067,+44d22m53.58s,44.3815508,1020.72,17.075,-17.075,
TOI-905 b,TOI-905,,1,1,1,Transit,1,Published Confirmed,0,3.739494,3.8e-05,-3.8e-05,0,0.04666,0.00096,-0.0011,0.0,13.126,0.594,-0.572,0.0,1.171,0.053,-0.051,0.0,211.99261,13.34886,-13.03103,0,0.667,0.042,-0.041,0,Mass,0.024,0.025,-0.017,0.0,337.0,46.0,-38.0,0.0,1192.0,39.0,-36.0,0.0,0,,5570.0,150.0,-140.0,0.0,0.92,0.04,-0.04,0.0,0.97,0.06,-0.07,0.0,0.14,0.22,-0.18,0.0,[Fe/H],4.5,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h10m38.08s,227.6586754,-71d21m41.87s,-71.3616316,158.649,0.725,-0.718,
WASP-8 b,WASP-8,,0,2,2,Transit,1,Published Confirmed,0,8.158715,1.6e-05,-1.5e-05,0,0.0801,0.0014,-0.0016,0.0,11.635,0.078,-0.053,0.0,1.038,0.007,-0.047,0.0,713.18,25.108,-29.557,0,2.244,0.079,-0.093,0,Mass,0.31,0.0029,-0.0024,0.0,,,,,,,,,0,,5600.0,80.0,,0.0,0.94,0.05,,0.0,1.03,0.06,,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h59m36.21s,359.9008737,-35d01m52.81s,-35.0313349,89.9606,0.3648,-0.3618,
Kepler-68 c,Kepler-68,,1,2,3,Transit,1,Published Confirmed,0,9.6051,,,0,,,,,,,,,,,,,2.04,1.72,-1.78,0,0.00642,0.00541,-0.0056,0,Mass,0.0,,,0.0,,,,,,,,,0,,5875.23,113.48,-162.41,0.0,1.26,0.06,-0.08,0.0,1.06,0.13,-0.14,0.0,0.126,0.004,-0.004,0.0,[M/H],4.26,0.1,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m07.75s,291.0323102,+49d02m24.77s,49.0402129,144.166,0.436,-0.434,
Kepler-423 b,Kepler-423,,0,1,1,Transit,1,Published Confirmed,0,2.6843285,7e-08,-7e-08,0,0.03582,0.00056,-0.00057,0.0,13.361,0.583,-0.583,0.0,1.192,0.052,-0.052,0.0,192.60498,20.02329,-19.38763,0,0.606,0.063,-0.061,0,Mass,0.079,,,1.0,,,,,,,,,0,,5560.0,80.0,-80.0,0.0,0.95,0.04,-0.04,0.0,0.85,0.04,-0.04,0.0,-0.1,0.05,-0.05,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m25.37s,292.8557189,+46d23m28.28s,46.3911883,758.753,12.76,-12.76,
XO-2 N b,XO-2 N,,0,2,3,Transit,1,Published Confirmed,0,2.615864,1.6e-06,-1.6e-06,0,0.03647,0.00091,-0.001,0.0,11.119,0.437,-0.684,0.0,0.992,0.039,-0.061,0.0,176.39565,20.65895,-19.70546,0,0.555,0.065,-0.062,0,Mass,,,,,,,,,1328.0,17.0,-28.0,0.0,0,,5340.0,50.0,-50.0,0.0,0.97,0.03,-0.04,0.0,0.95,0.07,-0.08,0.0,0.45,0.05,-0.05,0.0,[Fe/H],4.44,0.04,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h48m06.42s,117.0267691,+50d13m30.53s,50.2251472,154.273,1.459,-1.433,
WASP-88 b,WASP-88,,0,1,1,Transit,1,Published Confirmed,0,4.954,1.9e-05,-1.9e-05,0,0.06431,0.00065,-0.00062,0.0,19.055,1.457,-0.785,0.0,1.7,0.13,-0.07,0.0,177.98,25.43,-25.43,0,0.56,0.08,-0.08,0,Mass,0.0,,,0.0,,,,,1772.0,54.0,-45.0,0.0,0,F6,6431.0,130.0,-130.0,0.0,2.08,0.12,-0.06,0.0,1.45,0.05,-0.05,0.0,-0.08,0.12,-0.12,0.0,[Fe/H],3.96,0.02,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h38m02.70s,309.5112337,-48d27m43.50s,-48.4620833,523.756,8.792,-8.511,
WASP-34 b,WASP-34,,0,1,1,Transit,1,Published Confirmed,0,4.3176779,4.5e-06,-4.5e-06,0,,,,,,,,,,,,,181.1631,9.5349,-9.5349,0,0.57,0.03,-0.03,0,Mass,0.0109,0.015,-0.0078,0.0,,,,,,,,,0,,,,,,,,,,1.01,0.07,-0.07,0.0,-0.02,0.1,-0.1,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h01m35.85s,165.3993679,-23d51m39.40s,-23.8609457,132.096,0.857,-0.846,
HAT-P-39 b,HAT-P-39,,0,2,1,Transit,1,Published Confirmed,0,3.54387,5e-06,-5e-06,0,0.05095,0.00062,-0.00063,0.0,17.609,1.233,-0.908,0.0,1.571,0.11,-0.081,0.0,180.84527,28.28687,-34.9613,0,0.569,0.089,-0.11,0,Mass,0.17,,,1.0,,,,,,,,,0,,6430.0,100.0,-100.0,0.0,1.62,0.08,-0.06,0.0,1.4,0.05,-0.05,0.0,0.19,0.1,-0.1,0.0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h35m01.98s,113.7582526,+17d49m48.10s,17.8300283,697.004,17.938,-17.075,
Kepler-10 c,Kepler-10,,0,1,2,Transit,1,Published Confirmed,0,45.294301,4.8e-05,-4.8e-05,0,,,,,2.35,0.09,-0.04,0.0,0.21,0.008,-0.004,0.0,17.2,1.9,-1.9,0,0.054,0.006,-0.006,0,Mass,0.0,,,0.0,,,,,584.0,50.0,-17.0,0.0,1,,5708.0,28.0,-28.0,0.0,1.06,0.01,-0.01,0.0,0.91,0.02,-0.02,0.0,-0.15,0.04,-0.04,0.0,[Fe/H],4.34,0.0,0.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,185.506,0.811,-0.805,
HAT-P-22 b,HAT-P-22,,0,2,1,Transit,1,Published Confirmed,0,3.2122312,1.2e-06,-1.2e-06,0,0.0414,0.0005,-0.0005,0.0,12.106,0.65,-0.65,0.0,1.08,0.058,-0.058,0.0,682.69884,19.70546,-19.70546,0,2.148,0.062,-0.062,0,Mass,0.016,0.009,-0.009,0.0,,,,,1463.0,19.0,-19.0,0.0,0,,5302.0,,,0.0,,,,,,,,,0.24,,,0.0,[Fe/H],4.36,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h22m43.55s,155.6814593,+50d07m43.36s,50.1287115,81.7647,0.2505,-0.2489,
Kepler-65 d,Kepler-65,,0,1,4,Transit,1,Published Confirmed,0,8.13167,0.00024,-0.00021,0,,,,,1.587,0.04,-0.035,0.0,0.142,0.004,-0.003,0.0,4.14,0.79,-0.8,0,0.013,0.0025,-0.0025,0,Mass,0.014,0.016,-0.01,0.0,,,,,,,,,1,,,,,,1.44,0.03,-0.03,0.0,1.25,0.02,-0.02,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h14m45.29s,288.6887221,+41d09m03.99s,41.1511076,303.728,2.708,-2.661,
XO-4 b,XO-4,,1,1,1,Transit,1,Published Confirmed,0,4.12508,4e-06,-4e-06,0,,,,,14.011,0.897,-0.897,0.0,1.25,0.08,-0.08,0.0,451.3186,60.3877,-60.3877,0,1.42,0.19,-0.19,0,Mass,0.0,,,0.0,,,,,,,,,0,,6397.0,70.0,-70.0,0.0,1.45,0.09,-0.09,0.0,1.1,0.22,-0.22,0.0,-0.04,,,0.0,[Fe/H],4.18,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h21m33.13s,110.3880285,+58d16m05.19s,58.2681094,272.655,2.914,-2.855,
HAT-P-24 b,HAT-P-24,,1,2,1,Transit,1,Published Confirmed,0,3.35524,7e-06,-7e-06,0,,,,,14.572,2.354,-2.354,0.0,1.3,0.21,-0.21,0.0,238.3725,79.4575,-79.4575,0,0.75,0.25,-0.25,0,Mass,0.07,0.02,-0.02,0.0,,,,,,,,,0,,6373.0,80.0,-80.0,0.0,1.38,0.22,-0.22,0.0,1.37,0.69,-0.69,0.0,-0.16,,,0.0,[Fe/H],4.27,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h15m18.03s,108.8251171,+14d15m45.38s,14.2626064,415.344,6.636,-6.435,
WASP-96 b,WASP-96,,1,1,1,Transit,1,Published Confirmed,0,3.4252602,2.7e-06,-2.7e-06,0,0.0453,0.0013,-0.0013,0.0,13.45,0.67,-0.67,0.0,1.2,0.06,-0.06,0.0,152.55,9.53,-9.53,0,0.48,0.03,-0.03,0,Mass,0.0,,,0.0,,,,,1285.0,40.0,-40.0,0.0,0,G8,5540.0,140.0,-140.0,0.0,1.05,0.05,-0.05,0.0,1.06,0.09,-0.09,0.0,0.14,0.19,-0.19,0.0,[Fe/H],4.42,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h04m11.18s,1.0465696,-47d21m38.29s,-47.3606352,352.464,4.746,-4.623,
TOI-2136 b,TOI-2136,,0,1,1,Transit,1,Published Confirmed,0,7.85191,4e-05,-4e-05,0,0.054,0.001,-0.001,0.0,2.09,0.08,-0.08,0.0,0.186,0.007,-0.007,0.0,15.0,,,1,0.0472,,,1,Mass,0.0,,,0.0,4.4,0.2,-0.2,0.0,403.0,5.0,-5.0,0.0,0,,3366.0,39.0,-41.0,0.0,0.34,0.01,-0.01,0.0,0.34,0.02,-0.02,0.0,-0.02,0.07,-0.03,0.0,[Fe/H],4.92,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h44m42.32s,281.1763433,+36d33m47.27s,36.5631318,33.3631,0.06425,-0.06425,
CoRoT-5 b,CoRoT-5,,0,1,1,Transit,1,Published Confirmed,0,4.0379156,1.2e-06,-1.2e-06,0,0.0495,0.0012,-0.0012,0.0,14.079,0.516,-0.504,0.0,1.256,0.046,-0.045,0.0,145.88397,16.84499,-10.17056,0,0.459,0.053,-0.032,0,Mass,,,,,,,,,1397.0,15.0,-15.0,0.0,0,,,,,,1.11,0.04,-0.03,0.0,0.99,0.07,-0.07,0.0,,,,,,4.34,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.472,25.62,-25.62,
Kepler-36 b,Kepler-36,,0,1,2,Transit,1,Published Confirmed,0,13.83989,0.00082,-0.0006,0,0.1153,0.0015,-0.0015,0.0,1.486,0.035,-0.035,0.0,0.133,0.003,-0.003,0.0,4.45,0.33,-0.27,0,0.014,0.001,-0.001,0,Mass,0.039,,,1.0,,,,,978.0,11.0,-11.0,0.0,1,,5911.0,66.0,-66.0,0.0,1.63,0.02,-0.02,0.0,1.07,0.04,-0.04,0.0,-0.2,0.06,-0.06,0.0,[m/H],4.04,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073,527.956,6.105,-5.969,
Kepler-30 b,Kepler-30,,1,1,3,Transit,1,Published Confirmed,0,29.33434,0.00815,-0.00815,0,0.18,,,0.0,3.9,0.2,-0.2,0.0,0.348,0.018,-0.018,0.0,11.3,1.4,-1.4,0,0.036,0.004,-0.004,0,Mass,0.042,0.003,-0.003,0.0,,,,,,,,,1,,5498.0,54.0,-54.0,0.0,0.95,0.12,-0.12,0.0,0.99,0.08,-0.08,0.0,0.18,0.27,-0.27,0.0,[Fe/H],4.77,0.23,-0.23,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m08.08s,285.2836483,+38d56m50.15s,38.9472625,914.221,27.0815,-27.0815,
HD 63935 b,HD 63935,,1,1,2,Transit,1,Published Confirmed,0,9.058811,1.7e-05,-1.6e-05,0,,,,,2.99,0.14,-0.14,0.0,0.267,0.012,-0.012,0.0,10.8,1.8,-1.8,0,0.03398,0.00566,-0.00566,0,Mass,0.0,,,0.0,115.6,4.6,-4.6,0.0,911.0,27.0,-27.0,0.0,0,,5534.0,100.0,-100.0,0.0,0.96,0.04,-0.04,0.0,0.93,0.05,-0.05,0.0,0.07,0.06,-0.06,0.0,[Fe/H],4.38,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h51m41.91s,117.9246417,+09d23m06.87s,9.3852412,48.9739,0.1057,-0.1053,
TOI-1278 b,TOI-1278,,1,1,1,Transit,1,Published Confirmed,0,14.47567,0.00021,-0.00021,0,0.095,0.001,-0.001,0.0,12.218,2.69,-2.242,0.0,1.09,0.24,-0.2,0.0,5879.82553,158.9142,-158.9142,0,18.5,0.5,-0.5,0,Mass,0.013,0.004,-0.004,0.0,,,,,,,,,0,M0 V,3799.0,42.0,-42.0,0.0,0.57,0.01,-0.01,0.0,0.54,0.02,-0.02,0.0,-0.01,0.28,-0.28,0.0,[Fe/H],4.68,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h21m54.83s,320.4784442,+35d38m55.05s,35.648625,75.5759,0.15495,-0.15495,
Kepler-54 b,Kepler-54,,0,1,3,Transit,1,Published Confirmed,0,8.011,,,0,,,,,2.19,0.07,-0.07,0.0,0.195,0.006,-0.006,0.0,21.5,5.6,-4.9,0,0.068,0.018,-0.015,0,Mass,,,,,,,,,,,,,1,,,,,,0.53,,,0.0,0.56,,,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h39m05.74s,294.7739245,+43d03m22.31s,43.0561976,271.701,2.9175,-2.9175,
HATS-61 b,HATS-61,,1,1,1,Transit,1,Published Confirmed,0,7.817953,2.4e-05,-2.4e-05,0,0.07908,0.00033,-0.00033,0.0,13.395,0.751,-0.751,0.0,1.195,0.067,-0.067,0.0,1080.622,44.4962,-44.4962,0,3.4,0.14,-0.14,0,Mass,0.092,,,0.0,374.2,8.7,-8.5,0.0,1226.0,7.0,-7.0,0.0,0,,5542.0,21.0,-21.0,0.0,1.66,0.02,-0.02,0.0,1.08,0.01,-0.01,0.0,0.247,0.037,-0.037,0.0,[Fe/H],4.03,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h06m37.87s,61.6578005,-25d20m58.80s,-25.3496674,679.761,8.732,-8.518,
Kepler-30 c,Kepler-30,,1,1,3,Transit,1,Published Confirmed,0,60.323105,0.000244,-0.000244,0,0.3,,,0.0,12.3,0.4,-0.4,0.0,1.097,0.036,-0.036,0.0,640.0,50.0,-50.0,0,2.01,0.16,-0.16,0,Mass,0.0111,0.001,-0.001,0.0,,,,,,,,,1,,5498.0,54.0,-54.0,0.0,0.95,0.12,-0.12,0.0,0.99,0.08,-0.08,0.0,0.18,0.27,-0.27,0.0,[Fe/H],4.77,0.23,-0.23,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m08.08s,285.2836483,+38d56m50.15s,38.9472625,914.221,27.0815,-27.0815,
Kepler-307 c,Kepler-307,,0,1,2,Transit,1,Published Confirmed,0,13.084,,,0,,,,,2.8,1.05,-0.41,0.0,0.25,0.094,-0.037,0.0,1.5,0.5,-0.4,0,0.005,0.002,-0.001,0,Mass,,,,,,,,,,,,,1,,,,,,1.08,0.41,-0.16,0.0,0.98,0.14,-0.09,0.0,,,,,,4.36,0.12,-0.25,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h51m10.82s,297.7950939,+40d25m03.51s,40.4176403,575.581,5.261,-5.167,
WASP-89 b,WASP-89,,1,1,1,Transit,1,Published Confirmed,0,3.3564227,2.5e-06,-2.5e-06,0,0.0427,0.0012,-0.0012,0.0,11.657,0.448,-0.448,0.0,1.04,0.04,-0.04,0.0,1875.197,127.132,-127.132,0,5.9,0.4,-0.4,0,Mass,0.193,0.009,-0.009,0.0,,,,,1120.0,20.0,-20.0,0.0,0,K3,5130.0,90.0,-90.0,0.0,0.88,0.03,-0.03,0.0,0.92,0.08,-0.08,0.0,0.15,0.14,-0.14,0.0,[Fe/H],4.51,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h55m36.01s,313.9000261,-18d58m17.07s,-18.9714084,290.946,2.692,-2.645,
WASP-59 b,WASP-59,,1,1,1,Transit,1,Published Confirmed,0,7.919585,1e-05,-1e-05,0,0.0697,0.0011,-0.0011,0.0,8.687,0.762,-0.762,0.0,0.775,0.068,-0.068,0.0,274.276,14.302,-14.302,0,0.863,0.045,-0.045,0,Mass,0.1,0.042,-0.042,0.0,,,,,670.0,35.0,-35.0,0.0,0,K5 V,4650.0,150.0,-150.0,0.0,0.61,0.04,-0.04,0.0,0.72,0.04,-0.04,0.0,-0.15,0.11,-0.11,0.0,[Fe/H],4.72,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h18m29.51s,349.6229547,+24d53m21.40s,24.889277,115.936,0.574,-0.568,
HATS-18 b,HATS-18,,0,1,1,Transit,1,Published Confirmed,0,0.8378434,4.7e-07,-4.7e-07,0,0.01761,0.00027,-0.00027,0.0,14.986,1.143,-0.549,0.0,1.337,0.102,-0.049,0.0,629.3034,24.47291,-24.47291,0,1.98,0.077,-0.077,0,Mass,0.166,,,0.0,2990.0,350.0,-350.0,0.0,2060.0,59.0,-59.0,0.0,0,G V,5600.0,120.0,-120.0,0.0,1.02,0.06,-0.03,0.0,1.04,0.05,-0.05,0.0,0.28,0.08,-0.08,0.0,[Fe/H],4.44,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h35m49.78s,173.9574203,-29d09m21.83s,-29.1560639,624.368,16.147,-15.366,
Kepler-138 d,Kepler-138,,1,1,4,Transit,1,Published Confirmed,0,23.0923,0.0006,-0.0006,0,0.1288,0.001,-0.001,0.0,1.51,0.04,-0.04,0.0,0.135,0.004,-0.004,0.0,2.1,0.6,-0.7,0,0.00661,0.00189,-0.0022,0,Mass,0.01,0.005,-0.005,0.0,3.4,0.2,-0.2,0.0,345.0,7.0,-7.0,0.0,1,,3841.0,50.0,-51.0,0.0,0.54,0.01,-0.01,0.0,0.54,0.01,-0.01,0.0,-0.18,0.1,-0.1,0.0,[Fe/H],4.71,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m31.54s,290.3814122,+43d17m35.03s,43.2930645,66.8624,0.107,-0.107,
NGTS-10 b,NGTS-10,,1,1,1,Transit,1,Published Confirmed,0,0.7668944,3e-07,-3e-07,0,0.0143,0.001,-0.001,0.0,13.507,1.311,-0.93,0.0,1.205,0.117,-0.083,0.0,687.14846,29.24036,-34.00781,0,2.162,0.092,-0.107,0,Mass,0.0,,,0.0,,,,,1332.0,49.0,-54.0,0.0,0,K5 V,4600.0,150.0,-150.0,0.0,0.7,0.04,-0.04,0.0,0.7,0.04,-0.04,0.0,-0.02,0.12,-0.12,0.0,[M/H],4.59,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h07m29.35s,91.8722801,-25d35m41.63s,-25.5948963,,,,
TOI-1601 b,TOI-1601,,1,1,1,Transit,1,Published Confirmed,0,5.331751,1.1e-05,-1.1e-05,0,0.06864,0.00079,-0.00075,0.0,13.888,0.516,-0.437,0.0,1.239,0.046,-0.039,0.0,314.6517,34.9613,-34.9613,0,0.99,0.11,-0.11,0,Mass,0.036,0.044,-0.026,0.0,,,,,1619.0,24.0,-23.0,0.0,0,,5948.0,87.0,-89.0,0.0,2.19,0.07,-0.06,0.0,1.52,0.05,-0.05,0.0,0.329,0.073,-0.075,0.0,[Fe/H],3.94,0.02,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h33m26.78s,38.361569,+41d00m48.36s,41.0134321,336.608,8.389,-7.998,
TOI-3023 b,TOI-3023,,1,1,1,Transit,1,Published Confirmed,0,3.9014971,3.1e-06,-3.1e-06,0,0.0505,0.0015,-0.0009,0.0,16.432,0.482,-0.359,0.0,1.466,0.043,-0.032,0.0,197.05361,31.78284,-28.60456,0,0.62,0.1,-0.09,0,Mass,0.0,,,0.0,1084.0,68.0,-65.0,0.0,1596.0,24.0,-25.0,0.0,0,,5760.0,85.0,-88.0,0.0,1.67,0.05,-0.03,0.0,1.12,0.11,-0.06,0.0,0.085,0.084,-0.083,0.0,[Fe/H],4.05,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h01m15.80s,165.3158231,-72d21m24.14s,-72.3567044,389.916,3.196,-3.146,
