#pl_name,hostname,label,default_flag,sy_snum,sy_pnum,discoverymethod,tran_flag,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,my_label
HAT-P-2 b,HAT-P-2,,0,1,1,Transit,1,Published Confirmed,0,5.63332,,,0,0.0679,0.0015,-0.0014,0.0,11.243,0.942,-0.74,0.0,1.003,0.084,-0.066,0.0,2771.4776,123.9537,-114.4188,0,8.72,0.39,-0.36,0,Mass,,,,,,,,,1398.0,61.0,-33.0,0.0,0,,6290.0,110.0,-110.0,0.0,1.51,0.13,-0.1,0.0,1.31,0.09,-0.08,0.0,0.12,0.08,-0.08,0.0,[Fe/H],4.2,0.04,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h20m36.34s,245.1514324,+41d02m52.66s,41.0479601,127.774,0.425,-0.423,
WASP-12 b,WASP-12,,1,3,1,Transit,1,Published Confirmed,0,1.09142,1.4e-07,-1.4e-07,0,0.0232,0.00064,-0.00064,0.0,21.712,0.628,-0.628,0.0,1.937,0.056,-0.056,0.0,465.62095,25.10857,-25.10857,0,1.465,0.079,-0.079,0,Mass,,,,,,,,,2593.0,57.0,-57.0,0.0,1,,6360.0,140.0,-140.0,0.0,1.66,0.05,-0.05,0.0,1.43,0.11,-0.11,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h30m32.79s,97.636645,+29d40m20.16s,29.6722662,427.246,6.068,-5.903,
TOI-1246 e,TOI-1246,,1,1,4,Transit,1,Published Confirmed,0,37.9216,0.001,-0.001,0,0.211,0.007,-0.007,0.0,3.78,0.16,-0.16,0.0,0.337,0.014,-0.014,0.0,14.8,2.3,-2.3,0,0.04657,0.00724,-0.00724,0,Mass,,,,,11.0,,,0.0,462.0,,,0.0,1,K V,5151.0,100.0,-100.0,0.0,0.86,0.05,-0.05,0.0,0.87,0.03,-0.03,0.0,0.17,0.06,-0.06,0.0,[Fe/H],4.4,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.422,0.673,-0.669,
EPIC 220674823 b,EPIC 220674823,,0,1,2,Transit,1,Published Confirmed,0,0.571336,2e-05,-2e-05,0,0.01312,0.00014,-0.00014,0.0,1.82,0.2,-0.14,0.0,0.162,0.018,-0.012,0.0,9.0,1.6,-1.6,0,0.02832,0.00503,-0.00503,0,Mass,,,,,4293.0,483.0,-483.0,0.0,2063.0,58.0,-58.0,0.0,0,,5496.0,46.0,-46.0,0.0,0.95,0.05,-0.05,0.0,0.92,0.03,-0.03,0.0,0.06,0.03,-0.03,0.0,[Fe/H],4.42,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,3.044,-2.972,
Kepler-6 b,Kepler-6,,1,1,1,Transit,1,Published Confirmed,0,3.2346996,4e-07,-4e-07,0,0.04852,0.00074,-0.00133,0.0,14.617,0.202,-0.37,0.0,1.304,0.018,-0.033,0.0,212.31044,12.07754,-11.12405,0,0.668,0.038,-0.035,0,Mass,,,,,,,,,1460.0,10.0,-10.0,0.0,0,,5647.0,44.0,-44.0,0.0,1.39,0.02,-0.03,0.0,1.21,0.04,-0.04,0.0,0.34,0.04,-0.04,0.0,[Fe/H],4.24,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h47m20.94s,296.8372475,+48d14m23.89s,48.2399695,587.039,5.071,-4.986,
Kepler-49 b,Kepler-49,,0,1,4,Transit,1,Published Confirmed,0,7.204,,,0,,,,,2.3,0.2,-0.2,0.0,0.205,0.018,-0.018,0.0,8.0,1.9,-1.6,0,0.02517,0.00598,-0.00503,0,Mass,,,,,,,,,,,,,1,,,,,,,,,,0.5,0.04,-0.04,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m10.68s,292.2945208,+40d35m30.52s,40.5918123,311.222,2.53,-2.49,
K2-33 b,K2-33,,1,1,1,Transit,1,Published Confirmed,0,5.424865,3.5e-05,-3.1e-05,0,,,,,5.04,0.34,-0.37,0.0,0.45,0.03,-0.033,0.0,1175.971,,,1,3.7,,,1,Mass,0.0,,,0.0,,,,,,,,,0,M3.3,3540.0,70.0,-70.0,0.0,1.05,0.07,-0.07,0.0,0.56,0.09,-0.09,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m14.73s,242.5613635,-19d19m09.78s,-19.3193831,139.268,1.532,-1.499,
TOI-561 e,TOI-561,,0,1,4,Transit,1,Published Confirmed,1,77.03,0.25,-0.25,0,0.33,0.01,-0.01,0.0,2.55,0.13,-0.13,0.0,0.227,0.012,-0.012,0.0,13.6,1.4,-1.4,0,0.04279,0.0044,-0.0044,0,Mass,,,,,,,,,,,,,0,,5326.0,64.0,-64.0,0.0,0.83,0.02,-0.02,0.0,0.81,0.03,-0.03,0.0,-0.41,0.05,-0.05,0.0,[Fe/H],4.5,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.216103,85.799,0.4988,-0.4932,
WASP-161 b,WASP-161,,1,1,1,Transit,1,Published Confirmed,0,5.4060425,4.8e-06,-4.8e-06,0,0.0673,0.0023,-0.0023,0.0,12.812,0.729,-0.65,0.0,1.143,0.065,-0.058,0.0,791.3967,66.7443,-66.7443,0,2.49,0.21,-0.21,0,Mass,,,,,990.0,250.0,-190.0,0.0,1557.0,34.0,-29.0,0.0,0,,6400.0,100.0,-100.0,0.0,1.71,0.08,-0.07,0.0,1.39,0.14,-0.14,0.0,0.16,0.09,-0.09,0.0,[Fe/H],4.11,0.02,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h25m21.08s,126.3378248,-11d30m03.56s,-11.5009889,343.08,4.142,-4.046,
Kepler-54 c,Kepler-54,,0,1,3,Transit,1,Published Confirmed,0,12.072,,,0,,,,,1.32,0.08,-0.08,0.0,0.118,0.007,-0.007,0.0,19.8,6.6,-4.4,0,0.062,0.021,-0.014,0,Mass,,,,,,,,,,,,,1,,,,,,0.53,,,0.0,0.56,,,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h39m05.74s,294.7739245,+43d03m22.31s,43.0561976,271.701,2.9175,-2.9175,
WASP-106 b,WASP-106,,0,1,1,Transit,1,Published Confirmed,0,9.289715,1e-05,-1e-05,0,0.0917,0.0014,-0.0014,0.0,12.162,0.516,-0.314,0.0,1.085,0.046,-0.028,0.0,606.73747,25.10857,-25.10857,0,1.909,0.079,-0.079,0,Mass,0.046,,,1.0,,,,,,,,,0,,6000.0,150.0,-150.0,0.0,1.39,0.05,-0.03,0.0,1.19,0.05,-0.05,0.0,-0.09,0.09,-0.09,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h05m43.11s,166.4296276,-05d04m46.15s,-5.0794854,352.181,6.393,-6.172,
OGLE-TR-182 b,OGLE-TR-182,,1,1,1,Transit,1,Published Confirmed,0,3.9791,1e-05,-1e-05,0,0.051,0.001,-0.001,0.0,12.666,2.69,-0.897,0.0,1.13,0.24,-0.08,0.0,320.995,47.672,-47.672,0,1.01,0.15,-0.15,0,Mass,0.0,,,0.0,,,,,,,,,0,,5924.0,64.0,,0.0,1.14,0.23,,0.0,1.14,0.05,,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h09m18.70s,167.3279228,-61d05m42.94s,-61.0952624,2501.75,399.855,-399.855,
WASP-158 b,WASP-158,,1,1,1,Transit,1,Published Confirmed,0,3.656333,4e-06,-4e-06,0,0.0517,0.0018,-0.0018,0.0,11.994,1.681,-1.681,0.0,1.07,0.15,-0.15,0.0,886.7457,73.1009,-73.1009,0,2.79,0.23,-0.23,0,Mass,0.0,,,0.0,,,,,1590.0,80.0,-80.0,0.0,0,F6 V,6350.0,150.0,-150.0,0.0,1.39,0.18,-0.18,0.0,1.38,0.14,-0.14,0.0,0.24,0.1,-0.1,0.0,,4.3,0.05,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h16m35.12s,4.1463468,-10d58m35.12s,-10.9764226,524.993,12.575,-12.01,
HATS-14 b,HATS-14,,1,1,1,Transit,1,Published Confirmed,0,2.7667641,2.7e-06,-2.7e-06,0,0.03815,0.00032,-0.00032,0.0,11.646,0.359,-0.247,0.0,1.039,0.032,-0.022,0.0,340.39593,22.2481,-22.2481,0,1.071,0.07,-0.07,0,Mass,0.142,,,1.0,,,,,1276.0,20.0,-20.0,0.0,0,,5346.0,60.0,-60.0,0.0,0.93,0.02,-0.01,0.0,0.97,0.02,-0.02,0.0,0.33,0.06,-0.06,0.0,[Fe/H],4.48,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h52m51.71s,313.2154754,-25d41m14.55s,-25.6873756,513.011,9.287,-8.968,
WASP-10 b,WASP-10,,0,1,1,Transit,1,Published Confirmed,0,3.09272932,3.2e-07,-3.2e-07,0,0.0378,0.0013,-0.0014,0.0,11.96,0.717,-0.717,0.0,1.067,0.064,-0.064,0.0,1020.2343,73.1009,-76.2792,0,3.21,0.23,-0.24,0,Mass,0.0601,0.0064,-0.0046,0.0,,,,,,,,,0,,4680.0,100.0,-100.0,0.0,0.7,0.04,-0.04,0.0,0.75,0.08,-0.08,0.0,0.03,0.2,-0.2,0.0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m58.33s,348.9930457,+31d27m45.90s,31.4627508,140.998,0.75,-0.742,
Kepler-454 b,Kepler-454,,0,2,2,Transit,1,Published Confirmed,0,10.57375339,7.77e-06,-7.77e-06,0,0.0954,0.0012,-0.0012,0.0,2.37,0.13,-0.13,0.0,0.211,0.012,-0.012,0.0,6.84,1.4,-1.4,0,0.02152,0.0044,-0.0044,0,Mass,0.0,,,0.0,,,,,,,,,0,,5701.0,34.0,-34.0,0.0,1.07,0.01,-0.01,0.0,1.03,0.04,-0.03,0.0,0.27,0.04,-0.04,0.0,[Fe/H],4.37,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m54.88s,287.4786474,+38d13m44.67s,38.2290751,230.869,1.316,-1.301,
GPX-1 b,GPX-1,,1,1,1,Transit,1,Published Confirmed,0,1.744579,8e-06,-8e-06,0,0.0338,0.0003,-0.0003,0.0,16.477,1.121,-1.121,0.0,1.47,0.1,-0.1,0.0,6261.21962,508.52545,-508.52545,0,19.7,1.6,-1.6,0,Mass,0.0,,,0.0,4650.0,370.0,-370.0,0.0,2300.0,48.0,-48.0,0.0,0,F2,7000.0,200.0,-200.0,0.0,1.56,0.1,-0.1,0.0,1.68,0.1,-0.1,0.0,0.35,0.1,-0.1,0.0,[Fe/H],4.27,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h33m28.60s,38.3691648,+56d01m32.55s,56.025708,655.013,17.102,-16.269,
WASP-24 b,WASP-24,,0,3,1,Transit,1,Published Confirmed,0,2.3412217,8e-07,-8e-07,0,0.03607,0.00044,-0.00045,0.0,14.572,0.437,-0.426,0.0,1.3,0.039,-0.038,0.0,336.8998,9.5349,-9.21707,0,1.06,0.03,-0.029,0,Mass,0.0046,,,1.0,,,,,,,,,0,,6080.0,100.0,-100.0,0.0,1.33,0.03,-0.03,0.0,1.15,0.05,-0.04,0.0,0.07,0.1,-0.1,0.0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h08m51.72s,227.2154975,+02d20m35.83s,2.343286,322.114,4.498,-4.378,
WASP-80 b,WASP-80,,0,1,1,Transit,1,Published Confirmed,0,3.06785952,7.7e-07,-7.7e-07,0,0.03427,0.00096,-0.001,0.0,10.671,0.291,-0.303,0.0,0.952,0.026,-0.027,0.0,171.6282,11.44188,-11.12405,0,0.54,0.036,-0.035,0,Mass,0.02,,,1.0,,,,,,,,,0,,4150.0,100.0,-100.0,0.0,0.57,0.02,-0.02,0.0,0.57,0.05,-0.05,0.0,-0.14,0.16,-0.16,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h12m40.03s,303.1667996,-02d08m39.97s,-2.1444369,49.7876,0.11605,-0.11605,
Qatar-5 b,Qatar-5,,1,1,1,Transit,1,Published Confirmed,0,2.8792319,,,0,0.04127,0.00067,-0.00067,0.0,12.408,0.717,-0.717,0.0,1.107,0.064,-0.064,0.0,1373.0256,57.2094,-57.2094,0,4.32,0.18,-0.18,0,Mass,0.0,,,0.0,669.0,60.0,-60.0,0.0,1415.0,31.0,-31.0,0.0,0,G2 V,5747.0,49.0,-49.0,0.0,1.08,0.05,-0.05,0.0,1.13,0.06,-0.06,0.0,0.377,0.08,-0.08,0.0,[Fe/H],4.43,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h28m12.94s,7.0539375,+42d03m40.84s,42.0613451,367.658,8.089,-7.755,
Kepler-52 b,Kepler-52,,1,1,3,Transit,1,Published Confirmed,0,7.8773565,3.8e-05,-3.8e-05,0,,,,,2.1,,,0.0,0.187,,,0.0,135.0,,,1,0.42476,,,1,Mass,,,,,,,,,,,,,1,,4075.0,,,0.0,0.52,,,0.0,0.54,,,0.0,,,,,,4.74,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m57.12s,286.7380152,+49d58m32.66s,49.9757383,321.542,2.42,-2.383,
KELT-7 b,KELT-7,,1,1,1,Transit,1,Published Confirmed,0,2.73477,4e-06,-4e-06,0,,,,,17.934,0.673,-0.673,0.0,1.6,0.06,-0.06,0.0,441.7837,69.9226,-69.9226,0,1.39,0.22,-0.22,0,Mass,0.0,,,0.0,,,,,,,,,0,,6768.0,7.0,-7.0,0.0,1.81,0.07,-0.07,0.0,1.76,0.25,-0.25,0.0,0.0,,,0.0,[Fe/H],4.5,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h13m10.94s,78.2955912,+33d19m04.63s,33.3179532,136.681,0.938,-0.924,
Kepler-68 b,Kepler-68,,0,2,3,Transit,1,Published Confirmed,0,5.39875,,,0,,,,,2.33,0.02,-0.02,0.0,0.208,0.002,-0.002,0.0,5.97,1.7,-1.7,0,0.01878,0.00535,-0.00535,0,Mass,,,,,,,,,,,,,0,,5793.0,74.0,-74.0,0.0,1.24,0.02,-0.02,0.0,1.08,0.05,-0.05,0.0,0.12,0.07,-0.07,0.0,[Fe/H],4.28,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m07.75s,291.0323102,+49d02m24.77s,49.0402129,144.166,0.436,-0.434,
TIC 237913194 b,TIC 237913194,,1,1,1,Transit,1,Published Confirmed,0,15.168865,1.8e-05,-1.8e-05,0,0.1207,0.0037,-0.0037,0.0,12.52,0.605,-0.527,0.0,1.117,0.054,-0.047,0.0,617.22586,29.24036,-28.92253,0,1.942,0.092,-0.091,0,Mass,0.575,0.011,-0.011,0.0,,,,,974.0,,,0.0,0,G3,5788.0,80.0,-80.0,0.0,1.09,0.01,-0.01,0.0,1.03,0.06,-0.06,0.0,0.14,0.05,-0.05,0.0,[Fe/H],4.38,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h29m46.99s,22.4458116,-60d44m23.67s,-60.7399096,306.063,2.051,-2.025,
WASP-96 b,WASP-96,,0,1,1,Transit,1,Published Confirmed,0,3.4252602,2.7e-06,-2.7e-06,0,0.0454,0.0013,-0.0013,0.0,13.451,0.673,-0.673,0.0,1.2,0.06,-0.06,0.0,155.7367,15.57367,-14.93801,0,0.49,0.049,-0.047,0,Mass,0.11,,,1.0,,,,,,,,,0,,5500.0,150.0,-150.0,0.0,1.05,0.05,-0.05,0.0,1.06,0.09,-0.09,0.0,0.14,0.19,-0.19,0.0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h04m11.18s,1.0465696,-47d21m38.29s,-47.3606352,352.464,4.746,-4.623,
LHS 1815 b,LHS 1815,,1,1,1,Transit,1,Published Confirmed,0,3.81433,3e-05,-3e-05,0,0.0404,0.0094,-0.0094,0.0,1.088,0.064,-0.064,0.0,0.097,0.006,-0.006,0.0,8.7,,,1,0.02737,,,1,Mass,0.0,,,0.0,,,,,617.0,84.0,-84.0,0.0,0,M1,3643.0,142.0,-142.0,0.0,0.5,0.03,-0.03,0.0,0.5,0.01,-0.01,0.0,-0.12,0.09,-0.09,0.0,[Fe/H],4.77,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h04m21.60s,91.0899861,-55d18m41.54s,-55.3115376,29.8424,0.0239,-0.0239,
KOI-94 e,KOI-94,,1,2,4,Transit,1,Published Confirmed,0,54.32031,0.00012,-0.00012,0,0.3046,0.004,-0.004,0.0,6.56,0.62,-0.62,0.0,0.585,0.055,-0.055,0.0,35.0,18.0,-28.0,0,0.11,0.057,-0.088,0,Mass,0.019,0.23,-0.23,0.0,,,,,584.0,,,0.0,1,,6182.0,58.0,-58.0,0.0,1.52,0.14,-0.14,0.0,1.28,0.05,-0.05,0.0,0.023,0.002,-0.002,0.0,[Fe/H],4.18,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,477.052,5.0,-4.899,
CoRoT-10 b,CoRoT-10,,0,1,1,Transit,1,Published Confirmed,0,13.2406,0.0002,-0.0002,0,0.106,0.0014,-0.0014,0.0,10.548,0.953,-0.953,0.0,0.941,0.085,-0.085,0.0,883.5674,47.6745,-47.6745,0,2.78,0.15,-0.15,0,Mass,,,,,,,,,647.0,24.0,-24.0,0.0,0,,5075.0,75.0,-75.0,0.0,0.74,0.06,-0.06,0.0,0.9,0.04,-0.04,0.0,0.26,0.07,-0.07,0.0,[Fe/H],4.65,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,338.386,3.9865,-3.9865,
HATS-5 b,HATS-5,,1,1,1,Transit,1,Published Confirmed,0,4.763387,1e-05,-1e-05,0,0.0542,0.0006,-0.0006,0.0,10.223,0.28,-0.28,0.0,0.912,0.025,-0.025,0.0,75.323,3.814,-3.914,0,0.237,0.012,-0.012,0,Mass,0.019,0.019,-0.019,0.0,,,,,1025.0,17.0,-17.0,0.0,0,G,5304.0,50.0,-50.0,0.0,0.87,0.02,-0.02,0.0,0.94,0.03,-0.03,0.0,0.19,0.08,-0.08,0.0,[Fe/H],4.53,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h28m53.48s,67.2228465,-21d28m55.40s,-21.4820568,246.384,1.742,-1.719,
HAT-P-38 b,HAT-P-38,,1,1,1,Transit,1,Published Confirmed,0,4.640382,3.2e-05,-3.2e-05,0,0.0523,0.0009,-0.0009,0.0,9.247,1.031,-0.706,0.0,0.825,0.092,-0.063,0.0,84.857,6.356,-6.356,0,0.267,0.02,-0.02,0,Mass,0.067,0.047,-0.047,0.0,,,,,1082.0,55.0,-55.0,0.0,0,,5330.0,100.0,,0.0,0.92,0.1,,0.0,0.89,0.04,,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h21m32.04s,35.3834942,+32d14m45.76s,32.2460441,255.206,2.473,-2.427,
WASP-21 b,WASP-21,,0,1,1,Transit,1,Published Confirmed,0,4.3225126,2.2e-06,-2.2e-06,0,0.05212,0.00051,-0.00052,0.0,11.994,0.673,-0.673,0.0,1.07,0.06,-0.06,0.0,94.39551,4.13179,-4.13179,0,0.297,0.013,-0.013,0,Mass,0.048,,,1.0,,,,,,,,,0,,5800.0,100.0,-100.0,0.0,1.06,0.04,-0.04,0.0,1.01,0.03,-0.03,0.0,-0.46,0.11,-0.11,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h09m58.27s,347.4928024,+18d23m46.17s,18.3961597,258.426,2.907,-2.845,
XO-1 b,XO-1,,0,1,1,Transit,1,Published Confirmed,0,3.941534,2.7e-05,-2.7e-05,0,0.0488,0.0005,-0.0005,0.0,14.572,1.233,-1.233,0.0,1.3,0.11,-0.11,0.0,286.047,22.2481,-22.2481,0,0.9,0.07,-0.07,0,Mass,,,,,,,,,,,,,0,G1 V,5750.0,13.0,-13.0,0.0,1.0,0.06,-0.04,0.0,1.0,0.02,-0.03,0.0,0.015,0.04,-0.04,0.0,[Fe/H],4.43,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h02m11.83s,240.5492745,+28d10m10.65s,28.1696248,163.553,0.622,-0.617,
HAT-P-57 b,HAT-P-57,,0,3,1,Transit,1,Published Confirmed,0,2.465295,3.2e-06,-3.2e-06,0,0.0406,0.0011,-0.0011,0.0,15.838,0.605,-0.605,0.0,1.413,0.054,-0.054,0.0,587.9855,,,1,1.85,,,1,Mass,0.0,,,0.0,,,,,2200.0,76.0,-76.0,0.0,0,A8 V,7500.0,250.0,-250.0,0.0,1.5,0.05,-0.05,0.0,1.47,0.12,-0.12,0.0,-0.25,0.25,-0.25,0.0,[Fe/H],4.25,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h18m58.42s,274.743418,+10d35m49.91s,10.5971968,279.86,3.249,-3.176,
Kepler-36 c,Kepler-36,,0,1,2,Transit,1,Published Confirmed,0,16.23855,0.00038,-0.00054,0,0.1283,0.0016,-0.0016,0.0,3.679,0.054,-0.054,0.0,0.328,0.005,-0.005,0.0,8.08,0.6,-0.46,0,0.025,0.002,-0.001,0,Mass,0.033,,,1.0,,,,,928.0,10.0,-10.0,0.0,1,,5911.0,66.0,-66.0,0.0,1.63,0.02,-0.02,0.0,1.07,0.04,-0.04,0.0,-0.2,0.06,-0.06,0.0,[m/H],4.04,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073,527.956,6.105,-5.969,
Kepler-1661 b,Kepler-1661,,1,2,1,Transit,1,Published Confirmed,0,175.06,0.06,-0.06,0,0.633,0.005,-0.005,0.0,3.87,0.06,-0.06,0.0,0.345,0.005,-0.005,0.0,17.0,12.0,-12.0,0,0.05349,0.03776,-0.03776,0,Mass,0.057,0.005,-0.005,0.0,0.88,,,0.0,243.0,,,0.0,0,K,5100.0,100.0,-100.0,0.0,0.76,0.01,-0.01,0.0,0.84,0.02,-0.02,0.0,-0.12,0.1,-0.1,0.0,[M/H],4.66,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m40.10s,285.1670927,+41d58m00.98s,41.9669383,410.607,2.8825,-2.8825,
TIC 172900988 b,TIC 172900988 Aa,,0,2,1,Transit,1,Published Confirmed,0,198.856,0.099,-0.099,0,0.89809,0.00034,-0.00034,0.0,11.2,0.43,-0.43,0.0,0.999,0.038,-0.038,0.0,869.7,5.0,-5.0,0,2.73638,0.01573,-0.01573,0,Mass,0.088,0.0037,-0.0037,0.0,,,,,,,,,0,F9,6050.0,100.0,-100.0,0.0,1.38,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.34,0.1,-0.1,0.0,[Fe/H],4.25,0.0,0.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h34m38.80s,128.6616644,+31d33m14.33s,31.5539793,250.956,3.254,-3.172,
